GENDER (1=M)	MEASURED WEIGHT (LB)	REPORTED WEIGHT (LB)	MEASURED HEIGHT (IN)	REPORTED  HEIGHT (IN)	MEASURED WEIGHT (KG)	REPORTED WEIGHT (KG)	MEASURED HEIGHT (CM)	REPORTED HEIGHT (CM)
1	176.1	174	70.7	71	79.9	78.9	179.7	180.3
1	272.7	273	75.0	76	123.7	123.8	190.4	193.0
0	118.8	118	66.1	67	53.9	53.5	167.8	170.2
0	121.3	120	60.7	62	55.0	54.4	154.2	157.5
0	142.4	137	61.5	62	64.6	62.1	156.2	157.5
1	236.6	235	69.9	66	107.3	106.6	177.5	167.6
0	143.7	146	61.7	61	65.2	66.2	156.6	154.9
0	165.6	175	63.1	66	75.1	79.4	160.3	167.6
0	149.0	145	69.3	70	67.6	65.8	175.9	177.8
0	174.8	160	61.6	64	79.3	72.6	156.4	162.6
1	136.9	135	63.7	66	62.1	61.2	161.9	167.6
0	136.5	140	60.7	61	61.9	63.5	154.3	154.9
0	123.7	120	59.3	59	56.1	54.4	150.5	149.9
0	174.6	170	63.6	63	79.2	77.1	161.5	160.0
1	164.9	163	67.2	68	74.8	73.9	170.7	172.7
1	161.4	162	68.0	69	73.2	73.5	172.7	175.3
0	194.9	185	66.7	66	88.4	83.9	169.5	167.6
0	157.9	158	63.5	64	71.6	71.7	161.4	162.6
0	226.2	220	64.3	63	102.6	99.8	163.4	160.0
1	203.3	220	69.0	70	92.2	99.8	175.3	177.8
0	161.2	165	62.5	63	73.1	74.8	158.7	160.0
0	239.0	238	60.4	59	108.4	108.0	153.4	149.9
0	306.2	300	66.1	67	138.9	136.1	168.0	170.2
1	267.2	275	78.1	80	121.2	124.7	198.4	203.2
1	148.2	150	63.0	65	67.2	68.0	159.9	165.1
0	136.0	150	66.7	68	61.7	68.0	169.4	172.7
0	184.1	170	60.6	60	83.5	77.1	153.8	152.4
1	183.0	180	63.3	64	83.0	81.6	160.7	162.6
1	157.6	155	70.0	70	71.5	70.3	177.9	177.8
0	162.9	164	62.6	63	73.9	74.4	158.9	160.0
0	243.6	240	60.8	61	110.5	108.9	154.5	154.9
1	185.4	180	63.3	64	84.1	81.6	160.8	162.6
0	96.1	98	61.5	62	43.6	44.5	156.1	157.5
1	234.8	230	69.6	70	106.5	104.3	176.8	177.8
1	177.0	175	66.8	68	80.3	79.4	169.7	172.7
0	215.0	219	59.9	60	97.5	99.3	152.1	152.4
1	251.8	235	67.6	69	114.2	106.6	171.6	175.3
0	203.3	198	64.2	64	92.2	89.8	163.0	162.6
0	186.5	182	65.8	66	84.6	82.6	167.1	167.6
1	191.6	170	71.9	73	86.9	77.1	182.5	185.4
0	233.2	225	63.3	64	105.8	102.1	160.9	162.6
1	248.5	237	68.2	69	112.7	107.5	173.2	175.3
0	214.5	200	64.1	66	97.3	90.7	162.8	167.6
0	212.3	210	61.3	64	96.3	95.3	155.8	162.6
1	153.4	161	65.9	67	69.6	73.0	167.4	170.2
0	219.8	215	62.4	63	99.7	97.5	158.4	160.0
1	210.5	209	68.7	69	95.5	94.8	174.5	175.3
1	148.8	150	69.7	67	67.5	68.0	177.1	170.2
1	172.6	175	70.9	71	78.3	79.4	180.2	180.3
0	173.1	165	61.7	62	78.5	74.8	156.6	157.5
1	152.1	151	66.7	68	69.0	68.5	169.4	172.7
1	177.3	180	66.3	66	80.4	81.6	168.4	167.6
0	138.0	143	59.1	60	62.6	64.9	150.0	152.4
1	197.1	195	71.4	72	89.4	88.5	181.4	182.9
0	177.7	179	63.4	63	80.6	81.2	161.0	160.0
1	250.2	242	71.9	73	113.5	109.8	182.7	185.4
0	145.3	140	59.4	60	65.9	63.5	150.9	152.4
1	321.2	300	71.3	72	145.7	136.1	181.2	182.9
1	168.9	168	66.7	68	76.6	76.2	169.4	172.7
1	211.9	220	70.4	72	96.1	99.8	178.9	182.9
1	229.3	225	71.9	71	104.0	102.1	182.6	180.3
1	185.2	187	63.7	63	84.0	84.8	161.8	160.0
1	180.1	172	68.1	69	81.7	78.0	173.1	175.3
0	194.0	185	67.1	68	88.0	83.9	170.5	172.7
0	173.1	165	60.5	62	78.5	74.8	153.6	157.5
0	142.6	130	61.2	65	64.7	59.0	155.4	165.1
0	132.7	132	61.1	61	60.2	59.9	155.1	154.9
1	203.9	215	69.3	72	92.5	97.5	176.0	182.9
1	166.4	170	66.9	67	75.5	77.1	170.0	170.2
0	111.6	110	62.3	63	50.6	49.9	158.2	160.0
1	239.2	239	67.2	67	108.5	108.4	170.8	170.2
1	157.2	160	61.7	60	71.3	72.6	156.6	152.4
0	134.3	135	57.1	57	60.9	61.2	145.0	144.8
0	153.0	150	64.1	64	69.4	68.0	162.7	162.6
1	227.1	230	66.7	66	103.0	104.3	169.4	167.6
0	147.5	150	60.3	60	66.9	68.0	153.1	152.4
0	232.8	220	61.5	62	105.6	99.8	156.3	157.5
0	116.6	120	59.8	62	52.9	54.4	152.0	157.5
0	205.3	205	65.3	64	93.1	93.0	165.8	162.6
0	163.1	160	64.6	66	74.0	72.6	164.0	167.6
0	103.6	103	60.5	60	47.0	46.7	153.6	152.4
0	138.5	140	66.5	66	62.8	63.5	168.9	167.6
1	284.8	280	70.5	72	129.2	127.0	179.0	182.9
0	147.0	149	63.0	63	66.7	67.6	160.1	160.0
1	211.2	212	72.8	73	95.8	96.2	185.0	185.4
0	92.4	93	62.4	62	41.9	42.2	158.4	157.5
0	300.3	289	66.2	67	136.2	131.1	168.1	170.2
1	198.2	195	69.3	69	89.9	88.5	176.1	175.3
1	194.7	200	70.4	72	88.3	90.7	178.8	182.9
0	284.8	288	64.5	65	129.2	130.6	163.9	165.1
1	128.3	130	66.6	68	58.2	59.0	169.1	172.7
0	114.6	120	61.2	61	52.0	54.4	155.4	154.9
0	130.5	120	63.6	64	59.2	54.4	161.5	162.6
0	140.7	135	62.1	62	63.8	61.2	157.7	157.5
0	194.4	179	62.5	60	88.2	81.2	158.7	152.4
1	157.6	180	72.0	73	71.5	81.6	182.9	185.4
1	159.6	160	69.3	70	72.4	72.6	175.9	177.8
0	188.7	185	65.7	67	85.6	83.9	166.9	170.2
0	230.2	220	64.9	66	104.4	99.8	164.8	167.6
1	175.3	179	61.3	61	79.5	81.2	155.7	154.9
0	173.1	174	56.0	58	78.5	78.9	142.3	147.3
0	155.2	150	65.6	66	70.4	68.0	166.6	167.6
0	106.3	113	62.3	63	48.2	51.3	158.2	160.0
0	158.5	158	62.9	64	71.9	71.7	159.7	162.6
0	127.6	126	59.8	58	57.9	57.2	151.9	147.3
1	193.3	195	69.2	69	87.7	88.5	175.7	175.3
1	215.6	212	62.5	66	97.8	96.2	158.7	167.6
1	148.6	148	64.5	66	67.4	67.1	163.9	167.6
0	189.8	160	65.7	62	86.1	72.6	166.8	157.5
0	193.1	200	62.5	66	87.6	90.7	158.7	167.6
1	166.9	168	72.2	73	75.7	76.2	183.5	185.4
1	198.0	200	63.7	64	89.8	90.7	161.7	162.6
0	218.0	218	67.4	67	98.9	98.9	171.1	170.2
0	253.3	250	67.6	68	114.9	113.4	171.7	172.7
1	168.0	121	69.3	70	76.2	54.9	176.0	177.8
0	175.7	160	63.2	65	79.7	72.6	160.5	165.1
1	167.3	162	64.1	64	75.9	73.5	162.8	162.6
1	152.1	157	64.3	65	69.0	71.2	163.3	165.1
1	165.1	170	70.3	72	74.9	77.1	178.5	182.9
0	242.7	215	63.7	63	110.1	97.5	161.8	160.0
1	140.0	155	65.6	63	63.5	70.3	166.7	160.0
1	192.7	193	66.8	68	87.4	87.5	169.7	172.7
0	117.9	120	60.6	60	53.5	54.4	153.9	152.4
1	253.8	250	71.4	71	115.1	113.4	181.3	180.3
1	122.6	125	69.7	69	55.6	56.7	177.1	175.3
1	193.3	185	66.3	68	87.7	83.9	168.4	172.7
1	153.7	150	65.5	68	69.7	68.0	166.4	172.7
0	273.8	280	66.0	66	124.2	127.0	167.6	167.6
1	173.7	184	71.0	72	78.8	83.5	180.4	182.9
0	223.8	230	65.0	63	101.5	104.3	165.1	160.0
1	179.2	180	69.7	70	81.3	81.6	177.0	177.8
0	201.7	170	63.9	63	91.5	77.1	162.4	160.0
0	132.5	135	60.1	61	60.1	61.2	152.6	154.9
0	126.8	128	61.8	62	57.5	58.1	156.9	157.5
0	160.1	160	67.8	68	72.6	72.6	172.1	172.7
1	203.5	200	66.3	68	92.3	90.7	168.5	172.7
1	245.8	250	73.1	75	111.5	113.4	185.7	190.5
1	251.3	250	74.4	76	114.0	113.4	189.0	193.0
1	216.9	215	70.1	70	98.4	97.5	178.0	177.8
1	188.9	196	68.9	70	85.7	88.9	175.0	177.8
0	122.1	122	62.0	63	55.4	55.3	157.6	160.0
1	203.0	200	70.0	72	92.1	90.7	177.9	182.9
1	275.6	280	71.4	72	125.0	127.0	181.3	182.9
0	148.4	135	67.0	67	67.3	61.2	170.1	170.2
1	136.5	143	63.5	64	61.9	64.9	161.2	162.6
0	145.5	148	63.9	64	66.0	67.1	162.4	162.6
1	197.1	195	71.4	71	89.4	88.5	181.3	180.3
0	227.5	220	60.7	63	103.2	99.8	154.3	160.0
0	222.2	216	65.2	65	100.8	98.0	165.7	165.1
1	339.3	300	68.8	71	153.9	136.1	174.7	180.3
0	175.0	165	57.5	59	79.4	74.8	146.1	149.9
1	182.5	185	66.1	66	82.8	83.9	168.0	167.6
1	152.3	154	64.8	66	69.1	69.9	164.7	167.6
0	221.6	205	67.1	67	100.5	93.0	170.4	170.2
1	157.2	160	67.0	66	71.3	72.6	170.1	167.6
1	161.4	185	69.6	69	73.2	83.9	176.7	175.3
1	263.5	265	70.1	72	119.5	120.2	178.0	182.9
0	143.5	145	68.3	67	65.1	65.8	173.4	170.2
0	164.0	191	57.5	58	74.4	86.6	146.1	147.3
0	131.6	128	55.9	56	59.7	58.1	141.9	142.2
1	140.2	150	64.2	62	63.6	68.0	163.1	157.5
1	160.9	160	63.4	64	73.0	72.6	161.0	162.6
0	203.7	202	70.4	72	92.4	91.6	178.8	182.9
0	170.2	174	63.8	67	77.2	78.9	162.1	170.2
1	199.3	195	66.5	69	90.4	88.5	169.0	175.3
1	135.1	141	64.4	65	61.3	64.0	163.6	165.1
1	147.9	140	68.7	70	67.1	63.5	174.5	177.8
1	196.2	195	73.3	74	89.0	88.5	186.3	188.0
0	177.5	175	64.2	65	80.5	79.4	163.1	165.1
0	207.7	205	61.0	61	94.2	93.0	155.0	154.9
0	126.5	128	63.6	63	57.4	58.1	161.5	160.0
1	156.7	160	69.5	70	71.1	72.6	176.6	177.8
0	155.0	154	65.7	66	70.3	69.9	166.8	167.6
1	150.4	168	69.8	71	68.2	76.2	177.2	180.3
1	138.5	142	64.8	67	62.8	64.4	164.7	170.2
0	198.9	200	65.1	64	90.2	90.7	165.4	162.6
1	162.7	165	68.6	69	73.8	74.8	174.3	175.3
1	148.6	153	68.6	70	67.4	69.4	174.2	177.8
1	155.9	151	67.6	68	70.7	68.5	171.6	172.7
1	221.1	220	73.6	75	100.3	99.8	186.9	190.5
0	101.2	100	62.1	61	45.9	45.4	157.8	154.9
1	170.2	165	67.2	67	77.2	74.8	170.8	170.2
0	131.4	135	63.9	64	59.6	61.2	162.4	162.6
1	234.1	230	69.3	68	106.2	104.3	176.0	172.7
0	317.7	275	62.9	63	144.1	124.7	159.8	160.0
0	108.0	112	60.2	61	49.0	50.8	153.0	154.9
0	196.0	196	63.7	66	88.9	88.9	161.9	167.6
1	215.0	215	70.2	71	97.5	97.5	178.3	180.3
1	153.9	145	69.1	70	69.8	65.8	175.5	177.8
1	187.4	190	66.1	67	85.0	86.2	168.0	170.2
1	185.6	185	75.3	76	84.2	83.9	191.3	193.0
0	134.9	133	67.0	67	61.2	60.3	170.2	170.2
1	164.9	160	65.0	62	74.8	72.6	165.1	157.5
0	159.4	153	61.3	64	72.3	69.4	155.7	162.6
1	135.8	150	70.1	70	61.6	68.0	178.1	177.8
0	123.2	135	61.1	61	55.9	61.2	155.3	154.9
1	173.1	168	62.6	63	78.5	76.2	159.1	160.0
1	160.1	165	65.9	67	72.6	74.8	167.4	170.2
1	172.4	175	72.6	73	78.2	79.4	184.3	185.4
1	174.8	176	70.0	71	79.3	79.8	177.9	180.3
0	143.5	145	64.5	66	65.1	65.8	163.9	167.6
1	135.1	136	68.4	69	61.3	61.7	173.8	175.3
0	155.6	158	62.8	64	70.6	71.7	159.5	162.6
0	164.7	160	66.6	67	74.7	72.6	169.2	170.2
0	121.5	121	60.6	60	55.1	54.9	153.9	152.4
0	219.6	220	64.4	65	99.6	99.8	163.7	165.1
0	161.6	146	65.3	67	73.3	66.2	165.9	170.2
1	280.9	277	69.9	71	127.4	125.6	177.6	180.3
1	170.9	185	66.7	66	77.5	83.9	169.5	167.6
0	190.7	196	64.3	66	86.5	88.9	163.2	167.6
1	171.3	180	75.2	78	77.7	81.6	190.9	198.1
0	301.8	300	66.1	67	136.9	136.1	167.8	170.2
1	199.5	200	67.1	68	90.5	90.7	170.4	172.7
1	172.4	170	65.9	66	78.2	77.1	167.3	167.6
1	234.6	220	68.9	69	106.4	99.8	175.0	175.3
1	187.2	180	67.0	65	84.9	81.6	170.1	165.1
0	237.9	240	64.6	66	107.9	108.9	164.1	167.6
0	214.5	220	67.2	68	97.3	99.8	170.6	172.7
0	207.0	203	63.0	64	93.9	92.1	160.0	162.6
0	153.9	153	57.4	57	69.8	69.4	145.9	144.8
0	131.6	134	62.6	62	59.7	60.8	158.9	157.5
0	176.1	157	64.9	64	79.9	71.2	164.9	162.6
0	144.8	142	63.9	64	65.7	64.4	162.3	162.6
0	184.1	180	62.2	63	83.5	81.6	158.1	160.0
1	148.6	145	67.1	67	67.4	65.8	170.4	170.2
0	143.5	141	66.1	66	65.1	64.0	168.0	167.6
1	149.3	155	71.7	72	67.7	70.3	182.0	182.9
0	172.4	177	62.2	62	78.2	80.3	157.9	157.5
0	169.8	171	60.9	61	77.0	77.6	154.6	154.9
0	194.9	197	64.3	66	88.4	89.4	163.3	167.6
0	121.9	125	64.3	65	55.3	56.7	163.2	165.1
1	167.8	170	67.4	68	76.1	77.1	171.2	172.7
0	156.3	150	65.2	66	70.9	68.0	165.6	167.6
1	166.9	165	62.7	64	75.7	74.8	159.3	162.6
0	224.4	226	65.1	65	101.8	102.5	165.3	165.1
0	322.5	323	63.5	63	146.3	146.5	161.3	160.0
0	203.3	206	63.5	62	92.2	93.4	161.3	157.5
1	146.4	150	70.6	73	66.4	68.0	179.3	185.4
1	228.6	225	70.5	71	103.7	102.1	179.0	180.3
0	138.2	135	62.3	62	62.7	61.2	158.2	157.5
1	189.2	185	71.0	71	85.8	83.9	180.4	180.3
1	137.8	140	67.6	68	62.5	63.5	171.6	172.7
0	222.9	213	65.4	65	101.1	96.6	166.0	165.1
0	171.7	150	64.4	64	77.9	68.0	163.5	162.6
1	252.2	245	68.5	70	114.4	111.1	174.1	177.8
0	288.6	280	68.7	68	130.9	127.0	174.5	172.7
0	115.1	112	58.3	62	52.2	50.8	148.1	157.5
1	151.2	170	69.3	71	68.6	77.1	175.9	180.3
1	213.4	210	64.8	63	96.8	95.3	164.7	160.0
1	227.5	222	68.6	64	103.2	100.7	174.3	162.6
1	164.7	165	71.4	72	74.7	74.8	181.4	182.9
1	243.8	240	62.6	65	110.6	108.9	159.0	165.1
1	215.2	230	71.8	74	97.6	104.3	182.3	188.0
0	161.6	171	68.1	69	73.3	77.6	173.1	175.3
1	147.0	158	67.3	71	66.7	71.7	170.9	180.3
1	179.2	180	71.7	72	81.3	81.6	182.2	182.9
0	159.2	150	62.0	63	72.2	68.0	157.6	160.0
0	129.9	133	60.1	61	58.9	60.3	152.6	154.9
1	171.7	170	65.7	66	77.9	77.1	167.0	167.6
0	227.1	228	64.0	64	103.0	103.4	162.5	162.6
0	260.4	260	65.9	68	118.1	117.9	167.4	172.7
1	183.6	180	66.6	67	83.3	81.6	169.2	170.2
0	112.9	113	58.3	61	51.2	51.3	148.1	154.9
0	134.3	130	62.8	64	60.9	59.0	159.4	162.6
0	128.5	120	64.2	65	58.3	54.4	163.0	165.1
0	121.9	130	62.3	63	55.3	59.0	158.3	160.0
0	183.2	150	63.8	63	83.1	68.0	162.0	160.0
0	162.3	153	63.8	64	73.6	69.4	162.0	162.6
0	130.5	128	63.6	63	59.2	58.1	161.5	160.0
0	199.7	170	65.4	65	90.6	77.1	166.1	165.1
1	285.7	282	72.3	73	129.6	127.9	183.6	185.4
1	232.6	235	70.1	71	105.5	106.6	178.1	180.3
1	332.7	325	76.1	77	150.9	147.4	193.3	195.6
0	262.6	262	65.1	65	119.1	118.8	165.3	165.1
0	153.0	149	64.3	64	69.4	67.6	163.2	162.6
1	233.9	220	73.5	73	106.1	99.8	186.6	185.4
0	111.1	112	59.8	59	50.4	50.8	151.9	149.9
0	188.3	180	58.3	61	85.4	81.6	148.1	154.9
1	211.9	220	66.6	66	96.1	99.8	169.1	167.6
0	169.3	160	61.5	61	76.8	72.6	156.3	154.9
1	209.7	220	68.1	65	95.1	99.8	172.9	165.1
0	222.4	225	67.8	67	100.9	102.1	172.1	170.2
1	214.5	210	70.6	71	97.3	95.3	179.2	180.3
0	127.0	115	62.1	63	57.6	52.2	157.7	160.0
0	190.9	190	65.4	65	86.6	86.2	166.1	165.1
1	179.2	178	71.9	74	81.3	80.7	182.6	188.0
0	117.3	105	60.6	62	53.2	47.6	154.0	157.5
0	300.5	312	62.2	65	136.3	141.5	158.1	165.1
0	193.3	170	65.2	65	87.7	77.1	165.5	165.1
1	196.2	200	71.8	73	89.0	90.7	182.3	185.4
0	119.9	125	61.3	62	54.4	56.7	155.6	157.5
0	194.2	190	66.8	66	88.1	86.2	169.7	167.6
1	308.2	281	70.7	72	139.8	127.5	179.5	182.9
0	114.4	115	60.9	60	51.9	52.2	154.8	152.4
1	215.2	215	69.8	71	97.6	97.5	177.3	180.3
0	248.7	220	65.1	66	112.8	99.8	165.3	167.6
0	159.4	159	63.9	64	72.3	72.1	162.2	162.6
1	177.3	178	67.2	68	80.4	80.7	170.6	172.7
1	164.5	172	73.5	74	74.6	78.0	186.8	188.0
0	118.8	121	61.0	60	53.9	54.9	155.0	152.4
0	168.2	165	60.5	61	76.3	74.8	153.6	154.9
0	164.0	163	63.6	65	74.4	73.9	161.6	165.1
0	136.0	138	59.3	60	61.7	62.6	150.5	152.4
0	102.3	105	56.4	57	46.4	47.6	143.3	144.8
1	219.1	220	64.7	65	99.4	99.8	164.4	165.1
0	153.7	155	59.0	60	69.7	70.3	149.8	152.4
0	103.0	100	59.3	62	46.7	45.4	150.6	157.5
0	138.5	135	61.3	63	62.8	61.2	155.6	160.0
1	181.2	180	71.2	73	82.2	81.6	180.9	185.4
1	221.1	220	72.2	73	100.3	99.8	183.5	185.4
1	178.8	180	63.7	65	81.1	81.6	161.8	165.1
1	263.2	260	69.3	69	119.4	117.9	176.1	175.3
1	223.1	210	67.5	65	101.2	95.3	171.5	165.1
1	139.3	140	62.8	63	63.2	63.5	159.6	160.0
1	172.0	174	67.5	69	78.0	78.9	171.5	175.3
0	132.1	135	67.5	68	59.9	61.2	171.4	172.7
1	183.2	180	69.0	71	83.1	81.6	175.3	180.3
1	247.4	246	66.8	69	112.2	111.6	169.6	175.3
1	155.6	150	67.0	67	70.6	68.0	170.3	170.2
1	137.8	140	64.2	66	62.5	63.5	163.1	167.6
1	229.9	223	67.9	70	104.3	101.2	172.5	177.8
1	242.5	240	71.4	74	110.0	108.9	181.3	188.0
1	190.5	179	67.0	69	86.4	81.2	170.2	175.3
0	167.1	162	60.4	62	75.8	73.5	153.4	157.5
0	207.7	198	67.0	67	94.2	89.8	170.1	170.2
0	114.6	115	62.2	63	52.0	52.2	158.0	160.0
0	179.7	180	56.9	57	81.5	81.6	144.5	144.8
0	120.2	116	61.8	61	54.5	52.6	157.0	154.9
1	213.0	180	68.1	62	96.6	81.6	173.0	157.5
0	136.0	162	61.1	64	61.7	73.5	155.2	162.6
1	122.4	130	65.9	66	55.5	59.0	167.4	167.6
0	136.9	147	62.8	62	62.1	66.7	159.4	157.5
0	169.3	162	62.8	63	76.8	73.5	159.6	160.0
1	133.2	152	68.5	69	60.4	68.9	174.0	175.3
0	207.9	210	63.5	63	94.3	95.3	161.3	160.0
0	125.2	120	61.2	61	56.8	54.4	155.4	154.9
0	241.2	254	61.4	63	109.4	115.2	155.9	160.0
1	157.4	165	67.6	68	71.4	74.8	171.6	172.7
1	279.5	270	65.6	66	126.8	122.5	166.7	167.6
0	137.3	136	61.7	62	62.3	61.7	156.8	157.5
1	170.4	170	67.2	69	77.3	77.1	170.8	175.3
0	245.8	210	61.8	62	111.5	95.3	157.0	157.5
1	179.2	175	67.3	68	81.3	79.4	170.9	172.7
1	196.9	198	74.9	74	89.3	89.8	190.2	188.0
0	170.4	173	61.9	63	77.3	78.5	157.3	160.0
1	182.3	175	68.6	69	82.7	79.4	174.2	175.3
0	154.8	150	67.6	68	70.2	68.0	171.6	172.7
1	236.3	215	70.2	70	107.2	97.5	178.2	177.8
0	255.5	265	60.9	62	115.9	120.2	154.7	157.5
1	129.4	138	65.7	66	58.7	62.6	166.8	167.6
1	181.0	177	66.8	68	82.1	80.3	169.7	172.7
0	192.5	185	62.1	62	87.3	83.9	157.8	157.5
1	161.6	162	70.2	71	73.3	73.5	178.4	180.3
1	154.3	158	69.9	70	70.0	71.7	177.5	177.8
0	120.2	120	62.2	62	54.5	54.4	157.9	157.5
0	160.1	163	66.6	67	72.6	73.9	169.2	170.2
1	150.1	155	70.4	72	68.1	70.3	178.8	182.9
1	212.5	210	62.9	63	96.4	95.3	159.8	160.0
0	189.4	200	63.3	62	85.9	90.7	160.9	157.5
1	138.0	145	66.5	67	62.6	65.8	169.0	170.2
1	216.9	215	66.7	67	98.4	97.5	169.4	170.2
0	133.4	135	58.4	62	60.5	61.2	148.3	157.5
1	289.2	298	70.0	70	131.2	135.2	177.8	177.8
1	297.6	275	71.1	74	135.0	124.7	180.7	188.0
0	140.0	136	61.7	64	63.5	61.7	156.8	162.6
0	216.9	175	62.3	62	98.4	79.4	158.3	157.5
0	188.9	180	58.8	59	85.7	81.6	149.4	149.9
0	187.6	198	65.2	66	85.1	89.8	165.7	167.6
1	172.0	160	64.4	63	78.0	72.6	163.6	160.0
0	137.1	132	59.2	59	62.2	59.9	150.3	149.9
0	140.9	130	65.2	67	63.9	59.0	165.5	170.2
0	130.1	130	63.5	63	59.0	59.0	161.2	160.0
0	195.1	195	65.5	66	88.5	88.5	166.4	167.6
1	210.1	210	70.0	70	95.3	95.3	177.7	177.8
1	321.9	317	70.2	71	146.0	143.8	178.2	180.3
0	169.8	170	59.4	62	77.0	77.1	151.0	157.5
1	180.3	189	67.7	68	81.8	85.7	171.9	172.7
0	165.8	165	66.6	67	75.2	74.8	169.1	170.2
0	146.2	143	58.4	59	66.3	64.9	148.4	149.9
0	152.3	150	60.4	60	69.1	68.0	153.4	152.4
1	135.6	135	67.9	68	61.5	61.2	172.4	172.7
0	165.6	170	61.8	64	75.1	77.1	156.9	162.6
0	115.7	115	60.7	60	52.5	52.2	154.3	152.4
1	161.4	158	64.4	61	73.2	71.7	163.6	154.9
1	252.9	230	70.5	71	114.7	104.3	179.0	180.3
0	212.1	210	66.9	69	96.2	95.3	169.9	175.3
0	133.2	133	64.5	65	60.4	60.3	163.9	165.1
0	116.6	110	61.8	63	52.9	49.9	156.9	160.0
0	145.7	145	66.0	66	66.1	65.8	167.6	167.6
1	138.7	146	66.0	68	62.9	66.2	167.7	172.7
1	235.2	225	62.3	63	106.7	102.1	158.3	160.0
1	125.9	135	68.7	68	57.1	61.2	174.6	172.7
1	179.2	170	66.1	65	81.3	77.1	167.9	165.1
0	231.7	230	62.1	63	105.1	104.3	157.7	160.0
0	127.0	135	61.9	64	57.6	61.2	157.3	162.6
1	137.1	144	67.4	67	62.2	65.3	171.2	170.2
0	155.9	154	65.5	65	70.7	69.9	166.3	165.1
1	132.3	135	65.7	68	60.0	61.2	166.9	172.7
1	123.0	130	62.4	63	55.8	59.0	158.4	160.0
1	232.4	230	66.6	65	105.4	104.3	169.2	165.1
1	152.6	150	68.5	69	69.2	68.0	174.1	175.3
1	139.3	152	66.9	67	63.2	68.9	169.9	170.2
0	179.7	185	65.9	67	81.5	83.9	167.5	170.2
1	199.5	195	67.7	68	90.5	88.5	171.9	172.7
1	213.0	210	68.6	70	96.6	95.3	174.2	177.8
1	192.9	205	72.3	73	87.5	93.0	183.6	185.4
0	147.9	130	64.9	66	67.1	59.0	164.8	167.6
0	206.8	209	61.2	61	93.8	94.8	155.5	154.9
1	207.7	206	66.9	67	94.2	93.4	169.8	170.2
0	269.8	270	67.4	68	122.4	122.5	171.2	172.7
0	147.7	150	63.3	65	67.0	68.0	160.7	165.1
0	121.9	124	60.1	61	55.3	56.2	152.7	154.9
0	106.3	116	59.8	60	48.2	52.6	151.9	152.4
0	145.9	147	69.3	70	66.2	66.7	176.0	177.8
1	223.3	226	69.8	70	101.3	102.5	177.4	177.8
0	155.0	151	61.4	63	70.3	68.5	156.0	160.0
1	162.5	170	65.5	67	73.7	77.1	166.4	170.2
0	116.0	116	62.7	62	52.6	52.6	159.2	157.5
0	163.6	162	63.7	64	74.2	73.5	161.8	162.6
0	231.3	227	63.7	63	104.9	103.0	161.9	160.0
0	160.9	160	60.2	65	73.0	72.6	152.9	165.1
0	207.5	206	63.0	66	94.1	93.4	159.9	167.6
1	192.5	190	68.0	68	87.3	86.2	172.7	172.7
0	136.2	140	59.1	61	61.8	63.5	150.1	154.9
0	147.9	145	63.1	64	67.1	65.8	160.3	162.6
0	207.5	213	60.8	63	94.1	96.6	154.5	160.0
0	184.1	160	61.8	63	83.5	72.6	157.0	160.0
1	148.8	150	65.7	66	67.5	68.0	167.0	167.6
0	200.0	196	64.9	65	90.7	88.9	164.8	165.1
0	133.6	130	66.7	67	60.6	59.0	169.5	170.2
1	252.2	250	69.4	70	114.4	113.4	176.4	177.8
1	142.4	150	68.5	69	64.6	68.0	174.0	175.3
1	159.0	140	66.8	68	72.1	63.5	169.7	172.7
1	183.9	197	67.6	68	83.4	89.4	171.7	172.7
1	219.4	210	69.8	71	99.5	95.3	177.2	180.3
0	118.2	110	56.6	56	53.6	49.9	143.8	142.2
1	214.5	210	69.8	70	97.3	95.3	177.2	177.8
0	134.9	131	67.0	67	61.2	59.4	170.2	170.2
1	315.0	300	67.9	72	142.9	136.1	172.5	182.9
0	134.9	134	59.3	60	61.2	60.8	150.5	152.4
1	165.3	160	72.4	73	75.0	72.6	183.9	185.4
1	200.0	185	73.1	74	90.7	83.9	185.6	188.0
0	134.9	130	59.7	61	61.2	59.0	151.6	154.9
0	176.4	178	64.3	66	80.0	80.7	163.4	167.6
1	256.8	257	71.2	73	116.5	116.6	180.8	185.4
1	230.8	225	72.5	74	104.7	102.1	184.2	188.0
1	120.8	109	72.4	75	54.8	49.4	183.8	190.5
1	222.7	225	69.2	70	101.0	102.1	175.8	177.8
0	151.5	150	65.2	64	68.7	68.0	165.6	162.6
1	126.8	140	65.5	66	57.5	63.5	166.3	167.6
0	136.0	130	64.7	65	61.7	59.0	164.3	165.1
1	203.9	207	68.0	71	92.5	93.9	172.8	180.3
0	162.0	166	60.2	60	73.5	75.3	152.9	152.4
0	129.0	115	62.0	64	58.5	52.2	157.4	162.6
1	220.7	215	68.3	69	100.1	97.5	173.6	175.3
1	243.6	235	71.2	72	110.5	106.6	180.9	182.9
0	217.2	200	65.9	67	98.5	90.7	167.3	170.2
0	151.0	142	62.2	63	68.5	64.4	158.1	160.0
0	174.2	168	61.1	61	79.0	76.2	155.1	154.9
1	188.5	188	69.4	73	85.5	85.3	176.4	185.4
0	166.7	160	60.7	61	75.6	72.6	154.1	154.9
1	151.2	155	70.3	73	68.6	70.3	178.5	185.4
