YEAR	MONTH	F SCALE	FATALITIES	LENGTH (MI)	WIDTH (YD)
1953	6	3	0	8	250
1953	6	0	0	9	33
1953	6	1	0	15	33
1953	6	2	0	16.6	10
1953	6	2	0	31	10
1953	6	1	0	8.2	10
1953	6	0	0	1.5	10
1953	6	0	0	1.5	10
1953	6	2	0	11.3	200
1953	6	2	0	4.1	10
1953	6	0	0	0.1	10
1953	6	1	0	19.1	10
1953	6	0	0	1	10
1953	6	2	0	49.2	833
1953	6	2	0	49	200
1953	6	3	0	30.7	200
1953	6	2	0	116	200
1953	6	1	0	2.3	100
1953	6	0	0	12.6	10
1953	6	0	0	0.1	10
1953	6	0	0	0.1	10
1953	6	1	0	0.1	83
1953	6	4	4	5.4	200
1953	6	4	17	118	100
1953	6	3	1	11.3	70
1953	6	3	0	9.1	200
1953	6	2	4	16.6	833
1953	6	3	0	1.8	100
1953	6	5	116	18.9	833
1953	6	0	0	0.1	10
1953	6	4	0	33.8	833
1953	6	4	94	34.9	900
1953	6	3	0	1.5	100
1953	6	3	0	28	667
1953	6	1	0	1	40
1953	6	1	0	0.1	10
1953	6	1	0	7.2	67
1953	6	2	0	2	33
1953	6	2	0	0.1	10
1953	6	1	0	4.5	10
1953	6	2	0	0.1	10
1953	6	0	0	0.1	10
1953	6	1	0	0.1	10
1953	6	2	0	27.7	440
1953	6	2	0	7.6	10
1953	6	2	0	1	1417
1953	6	1	0	0.1	10
1953	6	1	0	9.3	67
1953	6	1	0	1.9	30
1953	6	2	0	8.8	10
1953	6	2	0	0.1	10
1953	6	1	0	1.5	10
1953	6	1	0	6.6	440
1953	6	1	0	0.3	50
1953	6	1	0	0.1	10
1953	6	1	0	6.1	880
1953	6	2	0	0.1	10
1953	6	0	0	0.1	10
1953	6	1	0	2	100
1953	6	1	0	1.5	10
1953	6	2	0	0.1	10
1953	6	1	0	3.6	17
1953	6	0	0	0.1	10
1953	6	1	0	1	300
1953	6	2	0	33.5	1320
1953	6	0	0	0.1	10
1953	6	1	0	0.1	10
1953	6	0	0	0.1	10
1953	6	1	0	0.2	10
1953	6	2	0	0.1	10
1953	6	5	1	0.1	100
1953	6	1	0	0.1	100
1953	6	1	0	0.1	100
1953	6	2	0	7.8	100
1953	6	1	0	10.9	500
1953	7	0	0	0.1	10
1953	7	0	0	0.1	10
1953	7	1	0	1	200
1953	7	1	0	4.3	10
1953	7	0	0	1	100
1953	7	0	0	0.1	10
1953	7	0	0	0.1	10
1953	7	0	0	1	10
1953	7	1	0	1	220
1953	7	1	0	0.1	10
1953	7	0	0	1	10
1953	7	1	0	0.1	10
1953	7	1	0	10.8	10
1953	7	0	0	0.1	10
1953	7	1	0	0.3	100
1953	7	0	0	0.1	10
1953	7	1	0	0.1	10
1953	7	0	0	0.1	10
1953	7	2	0	1	10
1953	7	1	0	0.1	27
1953	7	2	0	6.4	33
1953	7	1	0	0.1	10
1953	7	1	0	0.1	10
1953	7	1	0	0.7	10
1953	7	1	0	0.1	17
1953	7	1	0	0.2	10
1953	7	2	0	0.5	67
1953	7	1	0	0.1	10
1953	7	1	0	9.9	10
1953	7	0	0	1	67
1953	7	1	0	8.6	10
1953	7	1	0	0.1	10
1953	8	1	0	7.7	10
1953	8	1	0	4.1	10
1953	8	2	0	1.9	10
1953	8	1	0	0.2	250
1953	8	0	0	0.2	10
1953	8	0	0	0.1	10
1953	8	1	0	2	30
1953	8	0	0	0.1	10
1953	8	1	0	5.4	100
1953	8	1	0	0.1	10
1953	8	1	0	0.1	10
1953	8	1	0	1	67
1953	8	1	0	0.1	10
1953	8	1	0	0.1	10
1953	8	0	0	4.9	17
1953	8	2	0	0.1	880
1953	8	1	0	0.1	33
1953	8	1	0	0.1	10
1953	8	0	0	0.1	10
1953	8	1	0	5.7	100
1953	8	0	0	2	100
1953	8	0	0	0.1	10
1953	8	0	0	0.5	17
1953	8	0	0	0.1	10
1953	9	2	0	4.7	50
1953	9	1	0	0.1	50
1953	9	0	0	0.1	10
1953	9	1	0	0.1	10
1953	9	1	0	1	200
1953	10	0	0	0.1	27
1953	10	2	0	2	200
1953	10	3	0	11.9	880
1953	10	1	0	0.5	100
1953	10	2	0	4.1	100
1953	10	1	0	1	33
1953	11	0	0	0.1	10
1953	11	1	0	0.3	10
1953	11	0	0	0.1	17
1953	11	0	0	0.1	10
1953	11	1	0	2	33
1953	11	1	0	0.1	10
1953	11	2	0	5.6	50
1953	11	1	0	1	100
1953	11	2	0	20.4	300
1953	11	2	0	0.1	10
1953	11	2	0	2	67
1953	11	2	0	0.1	20
1953	12	3	0	5.1	1760
1953	12	3	0	3.3	100
1953	12	2	0	1.5	200
1953	12	2	2	0.1	50
1953	12	1	0	2.7	100
1953	12	2	0	0.2	67
1953	12	1	0	31.4	880
1953	12	1	0	1.5	880
1953	12	4	9	85.5	300
1953	12	2	0	1	100
1953	12	3	0	18.8	300
1953	12	2	0	1	100
1953	12	2	0	9.7	33
1953	12	2	0	58.3	880
1953	12	5	38	9	500
1953	12	2	0	8.2	30
1953	12	1	0	0.1	10
1953	12	2	0	2	10
1953	12	2	0	8.4	10
1953	12	1	0	2.7	100
1953	12	2	0	0.1	10
1954	1	2	0	17.3	27
1954	1	1	0	5.6	100
1954	2	1	0	0.5	17
1954	2	3	0	1	100
1954	2	2	0	0.1	167
1954	2	3	1	2	880
1954	2	1	0	1	33
1954	2	2	0	3	17
1954	2	1	0	2.7	17
1954	2	2	0	9.5	150
1954	2	2	0	1.2	167
1954	2	2	0	1	33
1954	2	2	1	0.5	100
1954	2	2	0	37.1	200
1954	2	2	0	19.2	100
1954	2	1	0	0.1	10
1954	2	1	0	16.6	27
1954	2	2	0	3	400
1954	2	1	0	12.5	167
1954	3	0	0	0.1	10
1954	3	0	0	0.1	10
1954	3	2	0	0.1	10
1954	3	1	0	0.1	10
1954	3	1	0	38.6	10
1954	3	1	0	0.1	10
1954	3	3	2	7	1480
1954	3	3	5	49.5	300
1954	3	1	0	3.3	200
1954	3	1	1	34.4	300
1954	3	0	0	2	10
1954	3	1	0	0.1	10
1954	3	0	0	0.1	10
1954	3	1	0	0.1	10
1954	3	1	0	2	440
1954	3	1	0	0.1	10
1954	3	1	0	0.3	33
1954	3	2	0	0.1	10
1954	3	1	0	2	440
1954	3	2	0	0.1	10
1954	3	1	0	0.1	10
1954	3	1	0	0.1	10
1954	3	1	0	2.5	133
1954	3	2	0	0.1	10
1954	3	1	0	0.1	100
1954	3	2	0	0.1	10
1954	3	1	0	0.1	10
1954	3	1	0	1	33
1954	3	1	0	0.1	880
1954	3	2	0	4.3	77
1954	3	2	0	2.7	200
1954	3	2	0	0.1	10
1954	3	2	0	22.2	880
1954	3	1	0	3.6	200
1954	3	2	0	1	10
1954	3	1	0	4.9	67
1954	3	1	0	2	440
1954	3	1	0	0.1	17
1954	3	1	0	23.9	50
1954	3	1	0	15.7	33
1954	3	1	0	0.5	17
1954	3	1	0	23.9	10
1954	3	2	0	5.6	50
1954	3	3	0	20.6	400
1954	3	1	0	5.4	50
1954	3	1	0	11.9	50
1954	3	2	0	26.1	50
1954	3	3	0	1	300
1954	3	1	0	14.4	900
1954	3	1	0	3.3	50
1954	3	4	2	12.1	100
1954	3	1	0	0.1	100
1954	3	2	0	3	60
1954	3	1	0	1	60
1954	3	3	0	21.6	20
1954	3	1	0	0.5	440
1954	3	2	0	1.5	53
1954	3	2	0	2.5	100
1954	3	1	0	0.1	10
1954	3	1	0	0.1	10
1954	3	1	0	0.1	400
1954	3	2	0	17.5	200
1954	4	0	0	0.1	10
1954	4	1	0	0.2	10
1954	4	1	0	0.3	17
1954	4	4	0	6.3	900
1954	4	2	0	5.1	880
1954	4	3	0	5.2	667
1954	4	2	0	11.5	333
1954	4	1	0	0.1	200
1954	4	2	0	10.4	10
1954	4	1	0	3.3	100
1954	4	1	0	0.1	27
1954	4	1	0	1	10
1954	4	2	0	3.3	10
1954	4	1	0	0.1	10
1954	4	2	0	6.4	400
1954	4	2	0	1.9	33
1954	4	1	0	0.1	33
1954	4	3	1	42.6	400
1954	4	1	0	0.1	10
1954	4	1	0	0.1	33
1954	4	0	0	0.5	400
1954	4	2	0	0.1	33
1954	4	1	0	4.7	200
1954	4	0	0	1	10
1954	4	0	0	22.9	20
1954	4	2	0	13.9	100
1954	4	1	0	0.5	47
1954	4	2	0	0.1	10
1954	4	0	0	0.1	10
1954	4	1	0	2	17
1954	4	2	0	1.3	200
1954	4	1	0	3.3	167
1954	4	2	0	5.9	33
1954	4	1	0	0.1	10
1954	4	2	0	1	50
1954	4	1	0	1	33
1954	4	2	0	17.3	100
1954	4	2	0	2	10
1954	4	1	0	1.5	10
1954	4	1	0	2	33
1954	4	1	0	0.1	10
1954	4	2	0	2	10
1954	4	1	0	2	10
1954	4	3	0	5.9	1760
1954	4	2	0	1	880
1954	4	0	0	0.1	10
1954	4	0	0	2	33
1954	4	0	0	1	13
1954	4	0	0	1	10
1954	4	2	0	0.1	10
1954	4	1	0	0.1	17
1954	4	2	0	13.3	500
1954	4	2	0	0.1	10
1954	4	1	0	5.6	33
1954	4	1	0	0.1	10
1954	4	1	0	1.3	33
1954	4	2	0	1	20
1954	4	2	0	8.4	10
1954	4	0	0	1	50
1954	4	1	0	0.1	10
1954	4	1	0	0.1	10
1954	4	1	0	1	67
1954	4	1	0	2	17
1954	4	2	0	1	10
1954	4	0	0	0.1	10
1954	4	2	0	11.5	33
1954	4	1	0	0.5	50
1954	4	1	0	0.1	10
1954	4	0	0	0.1	10
1954	4	1	0	2	100
1954	4	1	0	0.1	10
1954	4	1	0	0.1	10
1954	4	2	0	2	300
1954	4	2	0	3.3	10
1954	4	1	0	0.1	10
1954	4	2	0	33.3	10
1954	4	1	0	0.8	100
1954	4	1	0	3.6	17
1954	4	1	0	0.1	10
1954	4	2	0	4.6	100
1954	4	0	0	0.1	10
1954	4	2	0	2	10
1954	4	1	0	0.1	20
1954	4	0	0	0.8	50
1954	4	1	0	6.1	880
1954	4	1	0	0.1	10
1954	4	1	0	15	67
1954	4	3	0	139.9	880
1954	4	2	0	15.8	880
1954	4	2	0	1.9	67
1954	4	2	0	68.8	883
1954	4	3	0	1	150
1954	4	3	0	86.3	50
1954	4	3	0	111.6	1760
1954	4	1	0	0.1	10
1954	4	1	0	0.1	10
1954	4	3	0	40.7	440
1954	4	1	0	0.5	50
1954	4	1	0	6.9	100
1954	4	1	0	7.3	50
1954	4	2	1	16.7	100
1954	4	0	0	0.1	10
1954	4	2	0	3.6	400
1954	4	1	0	0.5	33
1954	4	2	0	85.2	200
1954	4	2	0	38.8	100
1954	4	2	0	89.6	100
1954	4	2	0	1	67
1954	4	2	0	65.8	200
1954	4	4	0	80.4	200
1954	4	2	0	16.6	50
1954	4	2	0	1	200
1954	4	1	0	6.8	10
1954	5	4	0	68.6	440
1954	5	2	0	0.1	10
1954	5	3	3	12.3	10
1954	5	2	0	11.6	300
1954	5	2	0	7.8	10
1954	5	3	0	6.2	100
1954	5	3	0	8	300
1954	5	1	0	0.1	33
1954	5	4	0	59.2	10
1954	5	2	0	39.2	10
1954	5	2	0	0.3	300
1954	5	2	0	19.7	100
1954	5	2	0	5.6	33
1954	5	2	0	5.1	10
1954	5	1	0	1	30
1954	5	2	0	5.7	220
1954	5	2	0	37.2	10
1954	5	1	0	1	33
1954	5	2	0	1.3	67
1954	5	1	0	0.1	10
1954	5	1	0	0.2	10
1954	5	1	0	2.7	50
1954	5	2	0	0.1	20
1954	5	1	0	2	50
1954	5	1	0	0.5	40
1954	5	1	0	0.1	10
1954	5	3	0	0.4	50
1954	5	1	0	10	10
1954	5	1	0	0.1	167
1954	5	3	0	0.1	10
1954	5	0	0	0.1	10
1954	5	0	0	0.1	10
1954	5	0	0	0.1	10
1954	5	0	0	0.1	10
1954	5	2	0	3.6	300
1954	5	0	0	2.3	150
1954	5	1	0	0.1	10
1954	5	1	0	1	17
1954	5	0	0	0.1	10
1954	5	3	0	0.3	33
1954	5	2	0	0.8	17
1954	5	1	0	0.1	10
1954	5	1	0	0.1	10
1954	5	1	0	1	17
1954	5	1	0	0.1	10
1954	5	0	0	0.8	10
1954	5	1	0	0.5	100
1954	5	0	0	0.1	10
1954	5	0	0	0.1	10
1954	5	0	0	0.1	10
1954	5	3	0	0.1	10
1954	5	1	0	4.3	50
1954	5	1	0	0.1	10
1954	5	1	0	0.1	10
1954	5	1	0	0.1	10
1954	5	0	0	0.1	10
1954	5	1	0	0.2	10
1954	5	2	0	0.1	50
1954	5	2	0	0.1	100
1954	5	1	0	0.1	10
1954	5	2	0	0.1	10
1954	5	1	0	0.5	333
1954	5	2	0	0.1	10
1954	5	0	0	0.1	10
1954	5	0	0	0.1	10
1954	5	0	0	1	10
1954	5	2	0	0.5	100
1954	5	0	0	1.1	10
1954	5	1	0	0.1	10
1954	5	2	0	1	137
1954	5	2	0	2.3	100
1954	5	2	0	9	90
1954	5	1	0	0.1	10
1954	5	2	0	0.1	23
1954	5	2	0	7.9	200
1954	5	1	0	0.1	10
1954	5	2	0	2.3	200
1954	5	0	0	0.1	10
1954	5	2	0	1	100
1954	5	2	0	6.8	100
1954	5	1	0	0.1	100
1954	5	1	0	0.1	10
1954	5	1	0	9.1	133
1954	5	2	0	0.1	33
1954	5	1	0	0.1	10
1954	5	4	6	29.9	400
1954	5	1	0	0.1	10
1954	5	2	0	21	440
1954	5	0	0	0.1	10
1954	5	2	0	24.2	400
1954	5	2	0	48.6	210
1954	5	2	0	48.6	210
1954	5	2	0	9.3	10
1954	5	1	0	0.1	10
1954	5	2	0	0.3	110
1954	5	2	0	2	10
1954	5	1	0	0.5	17
1954	5	1	0	0.3	100
1954	5	2	0	0.1	10
1954	5	0	0	0.1	10
1954	5	1	0	1.8	100
1954	6	2	0	0.1	10
1954	6	2	0	0.1	10
1954	6	1	0	0.1	10
1954	6	2	0	0.1	10
1954	6	1	0	0.1	10
1954	6	1	0	0.1	10
1954	6	2	0	16.4	67
1954	6	2	0	0.1	10
1954	6	0	0	0.1	10
1954	6	2	0	3	150
1954	6	2	0	0.1	10
1954	6	2	0	8.3	880
1954	6	3	1	13.4	267
1954	6	2	0	1.9	133
1954	6	3	1	5.9	50
1954	6	3	0	0.1	10
1954	6	1	0	9.9	150
1954	6	2	1	5.9	1000
1954	6	1	0	2	17
1954	6	1	0	0.1	10
1954	6	1	0	0.1	10
1954	6	2	0	7.6	300
1954	6	1	0	2	33
1954	6	1	0	0.1	17
1954	6	2	0	19.9	10
1954	6	1	0	5.9	10
1954	6	1	0	0.5	10
1954	6	1	0	13	880
1954	6	0	0	0.1	10
1954	6	0	0	0.3	10
1954	6	4	1	9.9	440
1954	6	2	0	2	10
1954	6	1	0	15.8	10
1954	6	2	0	0.1	10
1954	6	2	0	7	150
1954	6	2	0	7.3	10
1954	6	0	0	0.1	10
1954	6	2	0	1	30
1954	6	0	0	0.1	10
1954	6	1	0	1	10
1954	6	1	0	0.1	10
1954	6	1	0	0.1	10
1954	6	0	0	0.1	10
1954	6	0	0	4.7	100
1954	6	2	0	0.1	10
1954	6	1	0	0.1	10
1954	6	0	0	0.1	10
1954	6	0	0	0.1	10
1954	6	2	0	0.2	67
1954	6	3	0	2.5	833
1954	6	1	0	0.1	10
1954	6	1	0	1	33
1954	6	0	0	0.1	10
1954	6	2	0	0.1	10
1954	6	2	0	25	133
1954	6	0	0	2	440
1954	6	0	0	0.1	10
1954	6	0	0	5.4	880
1954	6	1	0	2.3	10
1954	6	1	0	0.1	10
1954	6	0	0	0.1	10
1954	6	0	0	4.5	10
1954	6	0	0	0.2	10
1954	6	0	0	0.1	10
1954	6	0	0	0.1	10
1954	6	1	0	0.2	10
1954	6	2	0	0.5	100
1954	6	2	0	6.1	100
1954	6	0	0	0.1	10
1954	6	1	0	3	10
1954	6	2	0	0.1	10
1954	6	3	1	23.6	163
1954	6	1	0	3.8	880
1954	6	3	0	10.6	10
1954	6	3	0	0.1	30
1954	6	1	0	0.1	33
1954	6	3	0	12.8	33
1954	6	2	0	2.7	10
1954	6	2	0	10.2	900
1954	6	0	0	0.1	10
1954	6	1	0	0.1	17
1954	6	0	0	0.1	10
1954	6	3	0	0.1	43
1954	6	2	0	2.3	880
1954	6	2	0	6.1	67
1954	6	2	0	0.5	33
1954	6	1	0	1	10
1954	6	1	0	1	10
1954	6	1	0	0.1	10
1954	6	1	0	3	10
1954	6	0	0	1	23
1954	6	0	0	0.1	13
1954	6	1	0	2	27
1954	6	2	0	2.7	1760
1954	6	2	0	0.1	10
1954	6	0	0	0.1	10
1954	6	1	0	0.1	10
1954	6	2	0	0.1	67
1954	6	1	0	0.1	10
1954	6	2	0	0.1	10
1954	6	1	0	1	50
1954	6	1	0	0.1	20
1954	6	2	0	0.1	10
1954	6	0	0	3.8	300
1954	6	2	0	6.2	10
1954	6	1	0	0.1	10
1954	6	0	0	1	10
1954	7	0	0	0.1	10
1954	7	2	0	1	50
1954	7	1	0	0.1	10
1954	7	1	0	0.1	800
1954	7	1	0	0.1	10
1954	7	1	0	0.1	10
1954	7	1	0	0.1	10
1954	7	2	0	2	880
1954	7	2	0	4.5	50
1954	7	2	0	7.6	10
1954	7	0	0	0.1	10
1954	7	0	0	0.1	10
1954	7	0	0	0.1	27
1954	7	1	0	1	100
1954	7	0	0	0.1	10
1954	7	1	0	2	73
1954	7	2	0	1	33
1954	7	1	0	2	500
1954	7	1	0	1.3	33
1954	7	1	0	0.1	10
1954	7	1	0	12	880
1954	7	1	0	0.8	880
1954	7	1	0	0.3	20
1954	7	3	0	0.8	880
1954	7	1	0	2	10
1954	7	1	0	1	33
1954	7	2	0	0.1	10
1954	7	1	0	0.1	10
1954	7	2	0	26.1	200
1954	7	1	0	0.1	10
1954	7	2	0	11.2	440
1954	7	2	0	0.3	440
1954	7	2	0	0.2	100
1954	7	1	0	0.1	10
1954	7	0	0	0.3	33
1954	7	1	0	2.7	17
1954	7	1	0	1	50
1954	7	1	0	6.2	10
1954	7	1	0	0.1	10
1954	7	2	0	4.1	10
1954	7	1	0	0.1	10
1954	7	2	0	1.5	880
1954	7	2	0	25.2	100
1954	7	1	0	3.8	70
1954	7	0	0	3.8	300
1954	8	2	0	0.1	10
1954	8	2	0	14.2	10
1954	8	2	0	15.1	10
1954	8	0	0	0.1	10
1954	8	2	0	19.6	10
1954	8	1	0	73	10
1954	8	2	0	0.1	10
1954	8	1	0	2	200
1954	8	1	0	1	300
1954	8	0	0	0.1	10
1954	8	1	0	2	10
1954	8	0	0	1.9	400
1954	8	2	0	10.8	50
1954	8	1	0	0.1	500
1954	8	0	0	0.1	17
1954	8	2	1	1	27
1954	8	0	0	0.1	10
1954	8	1	0	0.1	10
1954	8	0	0	0.1	10
1954	8	2	0	7.9	10
1954	8	1	0	1	100
1954	8	2	0	3	100
1954	8	0	0	0.1	10
1954	8	2	0	4.5	100
1954	8	1	0	0.1	10
1954	8	1	0	2	33
1954	8	1	0	1	17
1954	8	2	0	2.1	110
1954	8	1	0	1	33
1954	8	1	0	0.5	17
1954	8	2	0	5.4	50
1954	8	0	0	1.5	10
1954	8	1	0	0.4	27
1954	8	1	0	2.5	200
1954	8	0	0	2	800
1954	8	1	0	0.1	10
1954	8	1	0	1	33
1954	8	2	0	1.3	17
1954	8	0	0	0.1	10
1954	8	0	0	0.1	10
1954	8	2	0	20.9	880
1954	8	0	0	0.1	10
1954	8	0	0	1	67
1954	8	1	0	1	33
1954	8	2	0	8.4	33
1954	8	1	0	0.1	300
1954	8	1	0	9	440
1954	8	1	0	0.1	10
1954	8	1	0	0.5	300
1954	9	1	0	1	200
1954	9	1	0	0.5	10
1954	9	1	0	3.8	10
1954	9	2	0	4.5	200
1954	9	2	0	0.1	10
1954	9	3	2	0.1	10
1954	9	2	0	12.8	50
1954	9	2	0	0.1	10
1954	9	2	0	1	50
1954	9	0	0	0.1	33
1954	9	2	0	0.5	100
1954	9	2	0	4.5	10
1954	9	0	0	0.1	83
1954	9	2	0	0.1	33
1954	9	1	0	1	17
1954	9	0	0	0.5	10
1954	9	0	0	0.5	10
1954	9	2	0	0.1	100
1954	9	1	0	2	17
1954	9	2	1	0.1	50
1954	9	2	0	0.1	10
1954	10	1	0	0.1	10
1954	10	2	0	0.1	10
1954	10	1	0	1.5	50
1954	10	3	0	8.6	10
1954	10	3	2	4.7	100
1954	10	1	0	0.1	67
1954	10	1	0	2	440
1954	10	2	0	2	50
1954	10	2	0	7.1	100
1954	10	1	0	7.1	333
1954	10	0	0	0.5	17
1954	10	3	0	20.5	333
1954	10	0	0	7.9	10
1954	10	1	0	0.1	100
1954	11	2	0	0.1	27
1954	11	1	0	2	500
1954	12	3	0	51	200
1954	12	3	0	24.7	100
1954	12	2	0	6.4	250
1954	12	2	1	71.5	100
1954	12	1	0	0.2	100
1954	12	2	0	7.4	150
1954	12	2	0	7.1	500
1954	12	1	0	4.1	80
1954	12	1	0	4.5	200
1954	12	1	0	1.5	83
1954	12	2	0	0.1	10
1954	12	2	0	2.7	200
1954	12	2	0	2.7	100
1954	12	2	1	0.5	50
1954	12	3	0	11.5	250
1954	12	1	0	0.1	10
1954	12	2	0	11.5	300
1955	1	0	0	0.1	10
1955	1	1	0	0.1	50
1955	1	1	0	3	23
1955	2	2	0	9.4	1000
1955	2	1	0	2	300
1955	2	1	0	1	227
1955	2	2	0	2	10
1955	3	1	0	0.5	100
1955	3	2	0	1.5	300
1955	3	3	1	2.5	40
1955	3	1	0	5.6	100
1955	3	3	0	8.9	10
1955	3	1	0	0.5	50
1955	3	2	0	3.8	1000
1955	3	1	0	0.5	100
1955	3	2	0	0.1	10
1955	3	2	0	4.3	300
1955	3	2	0	0.1	10
1955	3	2	0	15.6	500
1955	3	2	0	34.8	880
1955	3	2	0	1	100
1955	3	2	0	3.3	200
1955	3	2	2	9.9	133
1955	3	3	0	9.8	250
1955	3	2	0	3.3	250
1955	3	1	0	0.3	100
1955	3	2	0	0.1	10
1955	3	2	1	6.6	500
1955	3	0	0	0.1	10
1955	3	1	0	17.2	800
1955	3	2	0	12.6	60
1955	3	2	0	0.3	50
1955	3	2	0	89.4	250
1955	3	1	0	4.1	20
1955	3	3	0	3.6	250
1955	3	1	0	6.2	400
1955	3	1	0	0.1	10
1955	3	1	0	4.3	300
1955	3	2	0	0.3	33
1955	3	2	0	5.4	200
1955	3	1	0	0.1	10
1955	3	2	0	3.6	17
1955	3	1	0	3.3	10
1955	3	1	0	5.1	400
1955	3	3	1	9.6	600
1955	3	2	0	0.1	30
1955	3	1	0	2	300
1955	3	2	0	16.3	1760
1955	3	2	0	1.1	10
1955	4	1	0	5.2	50
1955	4	1	0	5.7	100
1955	4	2	0	3.8	880
1955	4	1	0	4	300
1955	4	1	0	0.1	10
1955	4	1	0	5.1	200
1955	4	1	0	0.5	440
1955	4	1	0	1	500
1955	4	2	0	11.6	440
1955	4	2	0	10.2	50
1955	4	2	0	43.7	67
1955	4	2	0	0.1	10
1955	4	3	1	30.2	67
1955	4	3	0	21.7	10
1955	4	1	0	0.1	100
1955	4	3	0	15.1	10
1955	4	2	0	37.9	10
1955	4	2	0	5.2	10
1955	4	2	0	9.8	10
1955	4	1	0	1.5	100
1955	4	0	0	1	50
1955	4	2	0	0.1	167
1955	4	0	0	2	10
1955	4	0	0	15	10
1955	4	0	0	45.6	10
1955	4	2	0	6.1	10
1955	4	3	0	5.6	300
1955	4	1	0	2.3	10
1955	4	2	0	0.1	50
1955	4	1	0	0.1	10
1955	4	1	0	4.9	10
1955	4	2	0	57.6	10
1955	4	2	0	112.8	10
1955	4	0	0	0.1	10
1955	4	0	0	0.1	200
1955	4	0	0	0.5	100
1955	4	1	0	13.1	10
1955	4	0	0	0.1	10
1955	4	2	0	17.3	67
1955	4	2	0	9.2	100
1955	4	2	0	9	77
1955	4	3	0	8.9	100
1955	4	2	0	3.3	10
1955	4	2	0	0.1	30
1955	4	0	0	7.2	50
1955	4	1	0	4.6	10
1955	4	2	0	2.3	100
1955	4	2	0	10.8	67
1955	4	0	0	3.8	50
1955	4	2	0	18.2	27
1955	4	2	0	15.9	50
1955	4	2	0	4.6	50
1955	4	2	0	8.2	100
1955	4	2	0	9.2	80
1955	4	1	0	1.3	100
1955	4	2	1	0.5	83
1955	4	2	0	1.5	50
1955	4	1	0	5.1	10
1955	4	1	0	0.3	50
1955	4	3	0	12.4	10
1955	4	2	0	4.1	50
1955	4	2	0	1	200
1955	4	2	0	0.2	10
1955	4	1	0	0.1	10
1955	4	0	0	0.1	10
1955	4	2	0	0.1	10
1955	4	0	0	0.1	10
1955	4	2	0	14.8	10
1955	4	1	0	0.1	10
1955	4	1	0	0.1	10
1955	4	2	0	1.5	30
1955	4	2	0	3	100
1955	4	2	0	2.3	100
1955	4	3	0	5.4	440
1955	4	2	0	11	100
1955	4	1	0	7.9	10
1955	4	1	0	8	10
1955	4	1	0	0.2	10
1955	4	2	0	11.5	10
1955	4	1	0	5.7	300
1955	4	4	5	8.6	200
1955	4	1	0	2.7	10
1955	4	1	0	0.1	100
1955	4	1	0	1	100
1955	4	1	0	0.1	10
1955	4	2	0	0.1	10
1955	4	0	0	0.1	10
1955	4	2	0	2	10
1955	4	2	0	8.7	100
1955	4	2	0	2	10
1955	4	0	0	0.3	10
1955	4	1	0	11.1	200
1955	4	0	0	0.1	10
1955	4	1	0	0.1	10
1955	4	1	0	0.1	10
1955	4	1	0	0.1	10
1955	4	0	0	0.1	10
1955	4	1	0	0.5	10
1955	4	1	0	10.4	10
1955	5	1	0	0.1	50
1955	5	2	0	0.1	10
1955	5	3	0	6.8	10
1955	5	1	0	0.1	10
1955	5	2	0	0.1	10
1955	5	2	0	15.5	200
1955	5	1	0	0.1	10
1955	5	2	1	10.1	33
1955	5	0	0	0.1	10
1955	5	2	0	4.9	100
1955	5	1	0	1	17
1955	5	0	0	0.2	17
1955	5	1	0	16.3	10
1955	5	1	0	0.1	100
1955	5	0	0	0.1	10
1955	5	0	0	0.1	10
1955	5	0	0	0.1	10
1955	5	2	0	4.7	440
1955	5	1	0	10	27
1955	5	1	0	0.1	10
1955	5	0	0	3.8	10
1955	5	0	0	0.1	10
1955	5	0	0	0.1	10
1955	5	1	0	1	10
1955	5	0	0	0.5	10
1955	5	0	0	0.1	10
1955	5	0	0	0.1	10
1955	5	0	0	0.1	10
1955	5	1	0	17.5	10
1955	5	2	0	0.1	10
1955	5	2	0	0.1	10
1955	5	1	0	9.4	300
1955	5	1	0	0.1	150
1955	5	1	0	0.3	20
1955	5	0	0	0.1	10
1955	5	1	0	0.1	10
1955	5	0	0	0.1	10
1955	5	0	0	0.1	10
1955	5	1	0	4.9	17
1955	5	1	0	10.5	10
1955	5	1	0	0.1	10
1955	5	1	0	0.1	10
1955	5	2	0	2.5	10
1955	5	0	0	0.1	10
1955	5	1	0	0.1	600
1955	5	1	0	0.3	20
1955	5	1	0	0.1	10
1955	5	2	0	20.7	300
1955	5	2	0	2	50
1955	5	0	0	0.1	10
1955	5	2	0	0.5	67
1955	5	1	0	31.7	33
1955	5	0	0	0.1	10
1955	5	1	0	4.3	80
1955	5	1	0	20.4	400
1955	5	0	0	1	33
1955	5	2	0	0.1	10
1955	5	1	0	0.1	33
1955	5	2	0	20.7	400
1955	5	0	0	1.5	10
1955	5	0	0	0.1	10
1955	5	2	0	0.5	10
1955	5	2	0	4.1	400
1955	5	1	0	5.4	300
1955	5	0	3	1	50
1955	5	0	0	0.1	10
1955	5	4	2	45.1	1100
1955	5	1	0	4.9	400
1955	5	1	0	0.1	10
1955	5	0	0	0.1	440
1955	5	0	0	3.8	300
1955	5	1	0	0.1	10
1955	5	1	0	0.1	10
1955	5	2	0	5.1	300
1955	5	3	0	13.3	440
1955	5	2	0	2.7	500
1955	5	5	20	28.4	500
1955	5	5	80	56.4	1320
